texto,texto_limpio,categoria_id,categoria_nombre,respuesta_generalizada
"se
comunica el usuario solicitando información sobre el estado del ticket 087409.","se
comunica el usuario solicitando información sobre el estado del ticket 087409.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087175.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087175.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087383.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087383.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 085586.","se
comunica el usuario solicitando información sobre el estado del ticket 085586.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085050.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085050.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Funcionario se comunica y manifiesta que requiere prioridad en el caso.,Funcionario se comunica y manifiesta que requiere prioridad en el caso.,20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
"se
comunica el usuario solicitando información sobre el estado del ticket 087302.","se
comunica el usuario solicitando información sobre el estado del ticket 087302.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 082741.","se
comunica el usuario solicitando información sobre el estado del ticket 082741.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087216.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087216.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Funcionario se comunica y manifiesta que desea validar el estado del caso.,Funcionario se comunica y manifiesta que desea validar el estado del caso.,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 086015.","se
comunica el usuario solicitando información sobre el estado del ticket 086015.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
se comunica el usuario solicitando información sobre el estado del ticket REQ 2025-082951.,se comunica el usuario solicitando información sobre el estado del ticket REQ 2025-082951.,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Ingreso al correo,Ingreso al correo,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Orden de pago,Orden de pago,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
